ID,Pos,Department,Stage,Stage_class,Application_date,App_source,Qualification,Experience,Type,Offer_taken,Conf_Date,Recency,Event
2646596,Associate Software Developer,Engineering,New Application,0,09-10-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2648852,Associate Product Manager,Product,New Application,0,07-02-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2651109,Associate Relationship Manager,Sales,New Application,0,27-01-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2653367,Associate Software Developer,Engineering,New Application,0,11-11-2017,Campus Event,PhD,1,Campus,Not avaliable,#N/A,--,9
2655626,Sr. Customer Service Operations Associate,Operations,New Application,0,12-08-2016,Outsourced,Masters,12,Experienced,Not avaliable,#N/A,--,9
2657886,Associate Relationship Manager,Sales,New Application,0,09-08-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2660147,Associate Relationship Manager,Sales,New Application,0,26-10-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2662409,Associate Relationship Manager,Sales,New Application,0,04-09-2017,Advertisement,Masters,1,Campus,Not avaliable,#N/A,--,9
2664672,Associate Software Developer,Engineering,New Application,0,13-11-2016,Website,PhD,2,Campus,Not avaliable,#N/A,--,9
2666936,Financial Analyst,Finance,New Application,0,12-08-2018,Website,PhD,1,Campus,Not avaliable,#N/A,--,9
2669201,Associate Relationship Manager,Sales,New Application,0,08-10-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2671467,Associate Software Developer,Engineering,New Application,0,30-08-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2673734,Associate Relationship Manager,Sales,New Application,0,14-11-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
2676002,Associate Relationship Manager,Sales,New Application,0,27-08-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2678271,Associate Relationship Manager,Sales,New Application,0,10-10-2016,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2680541,Associate Software Developer,Engineering,New Application,0,26-11-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2682812,Associate Relationship Manager,Sales,New Application,0,01-08-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2685084,Associate Relationship Manager,Sales,New Application,0,28-11-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2687357,Associate Relationship Manager,Sales,New Application,0,20-11-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2689631,Associate Software Developer,Engineering,New Application,0,13-11-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2691906,Associate Software Developer,Engineering,In-House Interview,2,26-08-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2694182,Associate Relationship Manager,Sales,New Application,0,20-02-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2696459,Associate Relationship Manager,Sales,New Application,0,17-09-2017,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2698737,Business Operations Manager,Operations,New Application,0,04-05-2018,Agency,Masters,7,Experienced,Not avaliable,#N/A,--,9
2701016,Account Executive,Sales,New Application,0,05-11-2018,Agency,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
2703296,Associate Relationship Manager,Sales,New Application,0,14-12-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2705577,Associate Software Developer,Engineering,New Application,0,21-12-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2707859,Associate Relationship Manager,Sales,New Application,0,24-11-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2710142,Associate Software Developer,Engineering,New Application,0,31-01-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2712426,Associate Software Developer,Engineering,New Application,0,07-08-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2714711,Associate Software Developer,Engineering,New Application,0,21-12-2018,Website,PhD,0,Campus,Not avaliable,#N/A,--,9
2716997,Sr. Product Manager,Product,New Application,0,30-04-2017,Website,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
2719284,Associate Relationship Manager,Sales,New Application,0,10-10-2017,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2721572,Associate Relationship Manager,Sales,New Application,0,31-01-2017,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2723861,Associate Software Developer,Engineering,New Application,0,12-02-2016,Website,Masters,1,Campus,Not avaliable,#N/A,--,9
2726151,Associate Relationship Manager,Sales,New Application,0,06-10-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2728442,Associate Product Manager,Product,New Application,0,18-01-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2730734,Associate Relationship Manager,Sales,New Application,0,17-03-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2733027,Associate Relationship Manager,Sales,New Application,0,29-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2735321,Finance Manager,Finance,New Application,0,24-05-2017,Website,Masters,5,Experienced,Not avaliable,#N/A,--,9
2737616,Associate Relationship Manager,Sales,New Application,0,08-01-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2739912,Associate Product Manager,Product,New Application,0,04-12-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2742209,Associate Relationship Manager,Sales,In-House Interview,2,13-11-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2744507,Associate Product Manager,Product,New Application,0,01-11-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2746806,Associate Relationship Manager,Sales,In-House Interview,2,30-09-2018,Campus Job Board,PhD,3,Campus,Not avaliable,#N/A,--,9
2749106,Business Operations Manager,Operations,New Application,0,20-01-2018,Website,Masters,7,Experienced,Not avaliable,#N/A,--,9
2751407,Associate Relationship Manager,Sales,New Application,0,19-10-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2753709,Associate Product Manager,Product,New Application,0,29-02-2016,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2756012,Account Executive,Sales,New Application,0,22-11-2018,Internal Referral,Masters,7,Experienced,Not avaliable,#N/A,--,9
2758316,Associate Software Developer,Engineering,New Application,0,29-01-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2760621,Associate Product Manager,Product,New Application,0,10-01-2017,Campus Event,Masters,2,Campus,Not avaliable,#N/A,--,9
2762927,Associate Relationship Manager,Sales,In-House Interview,2,07-10-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2765234,Sr. Customer Service Operations Associate,Operations,New Application,0,01-06-2018,Outsourced,Masters,13,Experienced,Not avaliable,#N/A,--,9
2767542,Associate Relationship Manager,Sales,New Application,0,14-09-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2769851,Associate Software Developer,Engineering,New Application,0,30-10-2016,Campus Event,PhD,0,Campus,Not avaliable,#N/A,--,9
2772161,Associate Software Developer,Engineering,In-House Interview,2,02-10-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2774472,Associate Relationship Manager,Sales,New Application,0,18-01-2016,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
2776784,Associate Product Manager,Product,New Application,0,15-09-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2779097,Associate Product Manager,Product,New Application,0,27-02-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2781411,Associate Relationship Manager,Sales,In-House Interview,2,23-09-2017,Career Fair,Bachelors,1,Campus,Not avaliable,#N/A,--,9
2783726,Account Executive,Sales,New Application,0,26-10-2018,Agency,Masters,7,Experienced,Not avaliable,#N/A,--,9
2786042,Associate Software Developer,Engineering,New Application,0,30-11-2016,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2788359,Associate Software Developer,Engineering,New Application,0,09-09-2018,Advertisement,PhD,2,Campus,Not avaliable,#N/A,--,9
2790677,Associate Relationship Manager,Sales,New Application,0,04-01-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
2792996,Business Operations Manager,Operations,In-House Interview,2,29-03-2017,Advertisement,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
2795316,Account Executive,Sales,New Application,0,07-11-2018,Website,Bachelors,4,Experienced,Not avaliable,#N/A,--,9
2797637,Associate Product Manager,Product,New Application,0,24-08-2018,Website,Masters,1,Campus,Not avaliable,#N/A,--,9
2799959,Associate Product Manager,Product,New Application,0,12-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2802282,Associate Product Manager,Product,New Application,0,22-10-2016,Career Fair,Masters,1,Campus,Not avaliable,#N/A,--,9
2804606,Sr. Customer Service Operations Associate,Operations,In-House Interview,2,13-06-2016,Outsourced,Bachelors,11,Experienced,Not avaliable,#N/A,--,9
2806931,Account Executive,Sales,New Application,0,28-02-2017,Website,Bachelors,8,Experienced,Not avaliable,#N/A,--,9
2809257,Associate Software Developer,Engineering,New Application,0,18-11-2017,Campus Job Board,Masters,2,Campus,Not avaliable,#N/A,--,9
2811584,Associate Product Manager,Product,New Application,0,29-11-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
2813912,Associate Relationship Manager,Sales,In-House Interview,2,27-12-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2816241,UX Designer,Product,New Application,0,01-05-2018,Website,Masters,7,Experienced,Not avaliable,#N/A,--,9
2818571,Associate Relationship Manager,Sales,New Application,0,04-09-2018,Website,Masters,2,Campus,Not avaliable,#N/A,--,9
2820902,Associate Relationship Manager,Sales,New Application,0,08-01-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2823234,Associate Relationship Manager,Sales,New Application,0,12-02-2016,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2825567,Sr. Product Manager,Product,In-House Interview,2,15-07-2017,Agency,Phd,6,Experienced,Not avaliable,#N/A,--,9
2827901,Finance Manager,Finance,New Application,0,08-03-2016,Website,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
2830236,Associate Product Manager,Product,New Application,0,05-10-2018,Career Fair,PhD,1,Campus,Not avaliable,#N/A,--,9
2832572,Business Operations Manager,Operations,New Application,0,09-03-2018,Advertisement,Bachelors,6,Experienced,Not avaliable,#N/A,--,9
2834909,Business Operations Manager,Operations,New Application,0,02-05-2018,Agency,Masters,7,Experienced,Not avaliable,#N/A,--,9
2837247,Associate Relationship Manager,Sales,New Application,0,06-10-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2839586,Associate Relationship Manager,Sales,New Application,0,18-11-2017,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2841926,Associate Software Developer,Engineering,In-House Interview,2,05-01-2016,Campus Job Board,PhD,3,Campus,Not avaliable,#N/A,--,9
2844267,Associate Software Developer,Engineering,New Application,0,12-10-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
2846609,IT Analyst,IT,New Application,0,30-08-2017,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2848952,Associate Product Manager,Product,New Application,0,03-03-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
2851296,Financial Analyst,Finance,New Application,0,22-10-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2853641,Associate Product Manager,Product,In-House Interview,2,26-09-2017,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2855987,Associate Relationship Manager,Sales,New Application,0,17-09-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2858334,Associate Product Manager,Product,New Application,0,30-09-2017,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2860682,Sr. Customer Service Operations Associate,Operations,New Application,0,06-01-2018,Outsourced,Masters,14,Experienced,Not avaliable,#N/A,--,9
2863031,Associate Product Manager,Product,New Application,0,15-11-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2865381,Financial Analyst,Finance,New Application,0,10-08-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2867732,Associate Software Developer,Engineering,In-House Interview,2,20-09-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2870084,Associate Relationship Manager,Sales,New Application,0,06-12-2018,Campus Event,Masters,1,Campus,Not avaliable,#N/A,--,9
2872437,Associate Relationship Manager,Sales,In-House Interview,2,20-11-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2874791,Associate Product Manager,Product,New Application,0,24-10-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2877146,Associate Software Developer,Engineering,New Application,0,03-09-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
2879502,Associate Relationship Manager,Sales,New Application,0,20-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2881859,Sr. Customer Service Operations Associate,Operations,New Application,0,30-11-2018,Outsourced,Bachelors,9,Experienced,Not avaliable,#N/A,--,9
2884217,Associate Relationship Manager,Sales,In-House Interview,2,11-09-2018,Career Fair,Masters,0,Campus,Not avaliable,#N/A,--,9
2886576,Associate Relationship Manager,Sales,New Application,0,16-08-2018,Campus Event,Masters,2,Campus,Not avaliable,#N/A,--,9
2888936,Associate Product Manager,Product,In-House Interview,2,19-02-2018,Advertisement,Bachelors,4,Campus,Not avaliable,#N/A,--,9
2891297,Associate Software Developer,Engineering,New Application,0,09-11-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2893659,Associate Software Developer,Engineering,New Application,0,13-12-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
2896022,Associate Relationship Manager,Sales,New Application,0,04-09-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2898386,Account Executive,Sales,New Application,0,04-12-2018,Website,Bachelors,4,Experienced,Not avaliable,#N/A,--,9
2900751,Business Operations Manager,Operations,In-House Interview,2,02-04-2017,Agency,Masters,8,Experienced,Not avaliable,#N/A,--,9
2903117,Associate Product Manager,Product,New Application,0,19-09-2016,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2905484,Sr. Business Analyst,IT,New Application,0,27-03-2017,Agency,Masters,10,Experienced,Not avaliable,#N/A,--,9
2907852,Associate Software Developer,Engineering,In-House Interview,2,23-10-2018,Campus Job Board,PhD,0,Campus,Not avaliable,#N/A,--,9
2910221,Associate Product Manager,Product,New Application,0,02-11-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2912591,Associate Relationship Manager,Sales,In-House Interview,2,31-10-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2914962,Associate Relationship Manager,Sales,New Application,0,04-10-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2917334,Account Executive,Sales,In-House Interview,2,14-12-2018,Agency,Phd,3,Experienced,Not avaliable,#N/A,--,9
2919707,Sr. Software Engineer,Engineering,New Application,0,26-05-2018,Advertisement,Bachelors,11,Experienced,Not avaliable,#N/A,--,9
2922081,Associate Relationship Manager,Sales,New Application,0,03-11-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2924456,Associate Relationship Manager,Sales,New Application,0,01-01-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2926832,Associate Relationship Manager,Sales,New Application,0,18-10-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2929209,Associate Software Developer,Engineering,New Application,0,16-09-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2931587,Associate Software Developer,Engineering,New Application,0,09-10-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2933966,Associate Relationship Manager,Sales,New Application,0,22-09-2018,Campus Event,Masters,1,Campus,Not avaliable,#N/A,--,9
2936346,Associate Software Developer,Engineering,New Application,0,19-08-2018,Campus Job Board,Masters,2,Campus,Not avaliable,#N/A,--,9
2938727,Associate Relationship Manager,Sales,New Application,0,18-03-2016,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2941109,Associate Relationship Manager,Sales,In-House Interview,2,17-10-2018,Career Fair,Masters,1,Campus,Not avaliable,#N/A,--,9
2943492,Associate Relationship Manager,Sales,New Application,0,01-09-2017,Career Fair,Masters,2,Campus,Not avaliable,#N/A,--,9
2945876,Business Operations Manager,Operations,New Application,0,22-09-2016,Career Fair,Masters,7,Experienced,Not avaliable,#N/A,--,9
2948261,Finance Manager,Finance,New Application,0,25-03-2017,Website,Bachelors,4,Experienced,Not avaliable,#N/A,--,9
2950647,Associate Relationship Manager,Sales,New Application,0,09-10-2018,Advertisement,PhD,2,Campus,Not avaliable,#N/A,--,9
2953034,Associate Relationship Manager,Sales,In-House Interview,2,22-01-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2955422,Associate Relationship Manager,Sales,New Application,0,02-09-2017,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2957811,Business Operations Manager,Operations,In-House Interview,2,07-05-2016,Internal Referral,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
2960201,Business Operations Manager,Operations,New Application,0,17-12-2018,Agency,Masters,5,Experienced,Not avaliable,#N/A,--,9
2962592,Associate Software Developer,Engineering,New Application,0,17-10-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2964984,Associate Relationship Manager,Sales,In-House Interview,2,25-12-2016,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2967377,Associate Relationship Manager,Sales,New Application,0,11-09-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2969771,Operations Coordinator,Operations,New Application,0,10-10-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2972166,Associate Relationship Manager,Sales,New Application,0,03-09-2016,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
2974562,Associate Relationship Manager,Sales,In-House Interview,2,29-12-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2976959,Associate Software Developer,Engineering,In-House Interview,2,12-12-2017,Website,PhD,3,Campus,Not avaliable,#N/A,--,9
2979357,Associate Software Developer,Engineering,New Application,0,30-08-2018,Career Fair,Masters,2,Campus,Not avaliable,#N/A,--,9
2981756,Account Executive,Sales,New Application,0,05-02-2018,Website,Bachelors,4,Experienced,Not avaliable,#N/A,--,9
2984156,Associate Relationship Manager,Sales,New Application,0,10-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2986557,Associate Relationship Manager,Sales,New Application,0,19-02-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2988959,Associate Relationship Manager,Sales,In-House Interview,2,28-11-2016,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2991362,Associate Software Developer,Engineering,In-House Interview,2,06-08-2018,Campus Event,PhD,3,Campus,Not avaliable,#N/A,--,9
2993766,Associate Product Manager,Product,New Application,0,15-03-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2996171,Associate Software Developer,Engineering,New Application,0,10-10-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
2998577,Associate Software Developer,Engineering,New Application,0,06-10-2018,Campus Job Board,PhD,2,Campus,Not avaliable,#N/A,--,9
3000984,Associate Software Developer,Engineering,New Application,0,22-12-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3003392,Associate Relationship Manager,Sales,New Application,0,19-01-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3005801,Associate Software Developer,Engineering,New Application,0,09-09-2016,Career Fair,PhD,1,Campus,Not avaliable,#N/A,--,9
3008211,Associate Relationship Manager,Sales,New Application,0,29-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3010622,Associate Software Developer,Engineering,New Application,0,07-02-2017,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3013034,Associate Relationship Manager,Sales,New Application,0,18-12-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3015447,Associate Relationship Manager,Sales,New Application,0,05-10-2016,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3017861,Associate Relationship Manager,Sales,In-House Interview,2,02-10-2017,Advertisement,Masters,3,Campus,Not avaliable,#N/A,--,9
3020276,Associate Relationship Manager,Sales,In-House Interview,2,10-10-2017,Website,Masters,1,Campus,Not avaliable,#N/A,--,9
3022692,Associate Relationship Manager,Sales,New Application,0,01-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3025109,UX Designer,Product,New Application,0,02-01-2018,Agency,Bachelors,4,Experienced,Not avaliable,#N/A,--,9
3027527,Business Operations Manager,Operations,New Application,0,30-01-2018,Advertisement,Bachelors,6,Experienced,Not avaliable,#N/A,--,9
3029946,Associate Relationship Manager,Sales,New Application,0,08-08-2018,Career Fair,Masters,0,Campus,Not avaliable,#N/A,--,9
3032366,Sr. Business Analyst,IT,New Application,0,20-10-2016,Website,Bachelors,14,Experienced,Not avaliable,#N/A,--,9
3034787,Associate Software Developer,Engineering,New Application,0,16-12-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3037209,Associate Relationship Manager,Sales,In-House Interview,2,24-09-2017,Website,Masters,1,Campus,Not avaliable,#N/A,--,9
3039632,Associate Software Developer,Engineering,New Application,0,23-12-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3042056,Finance Manager,Finance,New Application,0,20-01-2016,Website,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
3044481,Finance Manager,Finance,New Application,0,24-02-2017,Website,Masters,5,Experienced,Not avaliable,#N/A,--,9
3046907,Associate Software Developer,Engineering,In-House Interview,2,06-10-2018,Campus Job Board,PhD,1,Campus,Not avaliable,#N/A,--,9
3049334,Associate Relationship Manager,Sales,In-House Interview,2,05-11-2016,Career Fair,Masters,0,Campus,Not avaliable,#N/A,--,9
3051762,Associate Product Manager,Product,New Application,0,23-10-2016,Campus Job Board,Masters,2,Campus,Not avaliable,#N/A,--,9
3054191,Associate Relationship Manager,Sales,New Application,0,07-11-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3056621,Associate Relationship Manager,Sales,New Application,0,12-10-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3059052,Associate Software Developer,Engineering,New Application,0,09-09-2018,Career Fair,PhD,3,Campus,Not avaliable,#N/A,--,9
3061484,Associate Relationship Manager,Sales,New Application,0,20-10-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
3063917,Associate Product Manager,Product,In-House Interview,2,05-02-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3066351,Associate Product Manager,Product,In-House Interview,2,02-09-2017,Campus Event,PhD,3,Campus,Not avaliable,#N/A,--,9
3068786,Associate Relationship Manager,Sales,In-House Interview,2,04-08-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3071222,Associate Relationship Manager,Sales,New Application,0,15-02-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3073659,Associate Product Manager,Product,New Application,0,22-10-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3076097,Associate Software Developer,Engineering,In-House Interview,2,03-02-2018,Advertisement,PhD,1,Campus,Not avaliable,#N/A,--,9
3078536,Sr. Customer Service Operations Associate,Operations,In-House Interview,2,28-09-2018,Outsourced,Bachelors,12,Experienced,Not avaliable,#N/A,--,9
3080976,Associate Relationship Manager,Sales,New Application,0,25-10-2017,Website,PhD,2,Campus,Not avaliable,#N/A,--,9
3083417,Associate Product Manager,Product,New Application,0,29-11-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3085859,Associate Software Developer,Engineering,New Application,0,20-01-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
3088302,Associate Relationship Manager,Sales,New Application,0,20-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3090746,Associate Relationship Manager,Sales,New Application,0,20-08-2018,Advertisement,Masters,1,Campus,Not avaliable,#N/A,--,9
3093191,Associate Relationship Manager,Sales,New Application,0,25-12-2018,Website,Masters,1,Campus,Not avaliable,#N/A,--,9
3095637,Sr. Business Analyst,IT,New Application,0,27-05-2017,Advertisement,Masters,8,Experienced,Not avaliable,#N/A,--,9
3098084,Associate Product Manager,Product,New Application,0,12-10-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3100532,Sr. Business Analyst,IT,New Application,0,05-05-2016,Advertisement,Bachelors,9,Experienced,Not avaliable,#N/A,--,9
3102981,Sr. Business Analyst,IT,New Application,0,04-06-2016,Agency,PhD,14,Experienced,Not avaliable,#N/A,--,9
3105431,Associate Relationship Manager,Sales,New Application,0,15-10-2017,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3107882,Associate Software Developer,Engineering,New Application,0,27-11-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3110334,Associate Software Developer,Engineering,In-House Interview,2,30-10-2016,Campus Event,PhD,2,Campus,Not avaliable,#N/A,--,9
3112787,Finance Manager,Finance,New Application,0,19-08-2017,Career Fair,Bachelors,6,Experienced,Not avaliable,#N/A,--,9
3115241,Associate Product Manager,Product,In-House Interview,2,26-11-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3117696,Associate Relationship Manager,Sales,New Application,0,27-11-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3120152,IT Analyst,IT,In-House Interview,2,20-08-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3122609,Associate Relationship Manager,Sales,New Application,0,01-09-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3125067,Associate Software Developer,Engineering,New Application,0,03-01-2018,Campus Job Board,PhD,0,Campus,Not avaliable,#N/A,--,9
3127526,Finance Manager,Finance,In-House Interview,2,25-06-2017,Website,Bachelors,4,Experienced,Not avaliable,#N/A,--,9
3129986,Associate Software Developer,Engineering,New Application,0,02-09-2016,Career Fair,Masters,2,Campus,Not avaliable,#N/A,--,9
3132447,Associate Relationship Manager,Sales,New Application,0,19-12-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3134909,Associate Software Developer,Engineering,New Application,0,25-01-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
3137372,UX Designer,Product,In-House Interview,2,24-08-2017,Advertisement,Masters,8,Experienced,Not avaliable,#N/A,--,9
3139836,Sr. Business Analyst,IT,In-House Interview,2,10-10-2016,Career Fair,Bachelors,11,Experienced,Not avaliable,#N/A,--,9
3142301,Associate Product Manager,Product,New Application,0,09-01-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
3144767,Business Operations Manager,Operations,New Application,0,19-02-2016,Website,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
3147234,Associate Relationship Manager,Sales,New Application,0,12-12-2017,Campus Job Board,Masters,2,Campus,Not avaliable,#N/A,--,9
3149702,Associate Relationship Manager,Sales,New Application,0,19-02-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
